,source,author,title,description,url,urlToImage,publishedAt,content
72,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Gas crisis leaves Europe searching for solutions,Consumers face a steep rise in energy bills as governments try to fund the move to renewable energy.,https://www.bbc.co.uk/news/world-europe-58650634,https://ichef.bbci.co.uk/news/1024/branded_news/73F6/production/_120668692_nordstream2.jpg,2021-09-23T23:18:20Z,"image source, Getty Images
image captionSupplies of Russian gas have fallen in recent weeks, and Europeans are looking to cut their reliance on it
A surge in gas prices has hit consumers and energy… [+7402 chars]"
73,"{'id': 'reuters', 'name': 'Reuters'}",,UAE connects second Barakah nuclear power unit to national grid - Reuters,"The United Arab Emirates has connected the second unit of its Barakah nuclear power plant to the national power grid, state news agency WAM said on Tuesday.",https://www.reuters.com/business/energy/uae-connects-second-barakah-nuclear-power-unit-national-grid-2021-09-14/,https://www.reuters.com/resizer/9CZObAKVH1aFXZygwKdu3jQiowI=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/P2PXCVRLZNONLGGCD36K5YJBAI.jpg,2021-09-14T07:10:00Z,"UAE flag flies over a boat at Dubai Marina, Dubai, United Arab Emirates May 22, 2015. REUTERS/Ahmed Jadallah/File PhotoDUBAI, Sept 14 (Reuters) - The United Arab Emirates has connected the second uni… [+852 chars]"
74,"{'id': None, 'name': 'The Guardian'}",Observer editorial,The Observer view on the pros and cons of deep-sea mining | Observer editorial,"There may be merits to mining the seabed, but investing in alternative green technologies on land should be the priorityDeep-sea mining has become one of our planet’s most divisive problems. By stripping the ocean floor of its vast mineral wealth, proponents …",https://amp.theguardian.com/commentisfree/2021/aug/29/the-observer-view-on-the-pros-and-cons-of-deep-sea-mining,https://i.guim.co.uk/img/media/0dd13bbe641c01d4e6d64ac589c59f7cc2be41f3/0_147_1600_960/master/1600.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdG8tb3BpbmlvbnMucG5n&enable=upscale&s=d0584e2eb8725b3e221384417e0e1003,2021-08-29T05:30:08Z,"Deep-sea mining has become one of our planets most divisive problems. By stripping the ocean floor of its vast mineral wealth, proponents say we can obtain the cobalt, manganese, nickel and copper we… [+2873 chars]"
75,"{'id': 'reuters', 'name': 'Reuters'}",,"Analysis: Biden's lofty climate goals collide with political, economic reality - Reuters",President Joe Biden campaigned on a promise to restore U.S. leadership in the global fight against climate change and followed up with a dizzying number of executive orders and lofty targets to slash emissions.,https://www.reuters.com/world/us/bidens-lofty-climate-goals-collide-with-political-economic-reality-2021-09-15/,https://www.reuters.com/resizer/BbW7YRiPEnP6l2pMCme6Zd78MBc=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/WQFFUC3YANMPFHYNZCMGSEKYXU.jpg,2021-09-15T10:16:00Z,Sept 15 (Reuters) - President Joe Biden campaigned on a promise to restore U.S. leadership in the global fight against climate change and followed up with a dizzying number of executive orders and lo… [+6128 chars]
76,"{'id': None, 'name': 'Yahoo Entertainment'}",Associated Press,German carmakers reject environmental groups' climate demand,German automaker Daimler on Friday dismissed a “cease and desist” demand from two environmental groups to commit to ending the sale of combustion engine...,https://news.yahoo.com/daimler-rejects-environmental-groups-climate-095451907.html,https://s.yimg.com/ny/api/res/1.2/59MGZ_aP1P4eVYRghbzL9g--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/uu/api/res/1.2/58DtgmBvjq8kMGVg8edfvA--~B/aD0zNjQ4O3c9NTQ3MjthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/ap.org/e41c2a2cb5f32d1e4afc171c4d3e67d2,2021-09-03T09:54:51Z,"BERLIN (AP) German automaker Daimler on Friday dismissed a cease and desist demand from two environmental groups to commit to ending the sale of combustion engine vehicles by 2030.
Lawyers for Green… [+1816 chars]"
77,"{'id': 'cnn', 'name': 'CNN'}",Opinion by Jennifer M. Granholm for CNN Business Perspectives,Extreme weather keeps knocking out America's power. Here's what we must do,The image of a collapsed electrical tower and power lines that Hurricane Ida tossed into the Mississippi River illustrated a fundamental challenge facing the nation: Our power systems weren't built to withstand extreme weather events. Without major investment…,https://www.cnn.com/2021/09/17/perspectives/clean-energy-economy-build-back-better-agenda/index.html,https://cdn.cnn.com/cnnnext/dam/assets/210916162044-01-extreme-weather-hurricane-ida-power-grid-louisiana-super-tease.jpg,2021-09-17T13:01:14Z,"Jennifer M. Granholm is the 16th United States Secretary of Energy. The opinions expressed in this commentary are her own. 
The image of a collapsed electrical tower and power lines that Hurricane I… [+5889 chars]"
78,"{'id': 'reuters', 'name': 'Reuters'}",Timothy Gardner,Illinois could vote Tuesday on bill that aims to save nuclear plants - Reuters,"The Illinois legislature is edging closer to a vote as soon as Tuesday on a bill that aims to prevent two nuclear power plants from shutting, as the owner moves to close one next month unless the state acts.",https://www.reuters.com/legal/transactional/illinois-could-vote-tuesday-bill-that-aims-save-nuclear-plants-2021-08-31/,https://www.reuters.com/resizer/7qewHJWnpV192_66cUNVi5JiKyE=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/V7B2ZYLVI5IKDE5NGNW4CZGCKM.jpg,2021-08-31T11:15:00Z,"The Three Mile Island Nuclear power plant is pictured from Royalton, Pennsylvania, U.S. May 30, 2017. REUTERS/Carlo Allegri/File PhotoThe company and law firm names shown above are generated automati… [+2416 chars]"
79,"{'id': 'reuters', 'name': 'Reuters'}",,Explainer: Main battles ahead for U.S. Democrats' $3.5 trillion social spending bill - Reuters,"Democrats are crafting a massive spending package as big as $3.5 trillion that would transform the U.S. economy by investing in free community college, childcare and green energy, funded by tax hikes on the wealthy and larger companies.",https://www.reuters.com/world/us/main-battles-ahead-us-democrats-35-trillion-social-spending-bill-2021-09-15/,https://www.reuters.com/resizer/9EYaeEEGARgi57GmmaMoJha3ZyM=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/6TGUMH3MHRN5NGBSGMLAPBXHLI.jpg,2021-09-15T18:26:00Z,"Sept 15 (Reuters) - Democrats are crafting a massive spending package as big as $3.5 trillion that would transform the U.S. economy by investing in free community college, childcare and green energy,… [+4762 chars]"
80,"{'id': 'reuters', 'name': 'Reuters'}",Timothy Gardner,"Illinois Senate passes bill to save nuclear plants, sends to House - Reuters","The Illinois Senate passed a bill early on Wednesday that aims to prevent two nuclear power plants from shutting this autumn, sending the legislation to the House where it was uncertain if the chamber would bring the legislation to a vote.",https://www.reuters.com/article/usa-nuclearpower-illinois-idUSL1N2Q31QZ,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-09-01T16:58:00Z,"Sept 1 (Reuters) - The Illinois Senate passed a bill early on Wednesday that aims to prevent two nuclear power plants from shutting this autumn, sending the legislation to the House where it was unce… [+2507 chars]"
81,"{'id': 'reuters', 'name': 'Reuters'}",,"Japan, Australia firms look to build large-scale green liquefied hydrogen supply chain - Reuters",Japan's biggest hydrogen supplier Iwatani Corp and five other firms said on Wednesday they will study the feasibility of building a green liquefied hydrogen supply chain between Japan and Australia that could produce 100 tonnes a day by around 2026.,https://www.reuters.com/business/sustainable-business/japan-australia-firms-look-build-large-scale-green-liquefied-hydrogen-supply-2021-09-15/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=52,2021-09-15T10:14:00Z,"TOKYO, Sept 15 (Reuters) - Japan's biggest hydrogen supplier Iwatani Corp and five other firms said on Wednesday they will study the feasibility of building a green liquefied hydrogen supply chain be… [+1957 chars]"
82,"{'id': 'reuters', 'name': 'Reuters'}",,EBRD urges Kazakhstan to act quickly on decarbonisation - Reuters,"Kazakhstan must press ahead with decarbonisation projects that involve natural gas as a transition fuel while lenders can still finance them, European Bank for Reconstruction and Development President Odile Renaud-Basso said on Friday.",https://www.reuters.com/business/energy/ebrd-urges-kazakhstan-act-quickly-decarbonisation-2021-09-24/,https://www.reuters.com/resizer/4B5Mv8K8IrN8_-hpc95Pk4y2Nn4=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/R7GOJ55BMNNQXGKE3T5LNCK3RA.jpg,2021-09-24T12:03:00Z,"President of the European Bank for Reconstruction and Development (EBRD) Odile Renaud-Basso attends an interview with Reuters in Almaty, Kazakhstan September 24, 2021. REUTERS/Pavel MikheyevALMATY, S… [+2310 chars]"
83,"{'id': 'the-next-web', 'name': 'The Next Web'}",Cate Lawrence,"Dear Venture Capitalists, you can help save the world — by investing in carbon neutral startups","Technology is evolving faster than ever before. It creates the opportunity for new products, business models, and bringing products more quickly to market. But what does it mean for industries such as mobility and energy? I spoke to Girish Nadkarni, the CEO o…",https://thenextweb.com/news/venture-capital-in-b2b-carbon-netural-startups,https://img-cdn.tnwcdn.com/image/shift?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2021%2F09%2Frsz_untitled_design_1.png&signature=fed96444a8b29dc3b4d9b076329d379b,2021-09-24T08:40:30Z,"Technology is evolving faster than ever before. It creates the opportunity for new products, business models, and bringing products more quickly to market. But what does it mean for industries such a… [+4589 chars]"
84,"{'id': 'reuters', 'name': 'Reuters'}",,"Despite green talk, pre-COVID oil demand seen returning soon - Reuters","World oil demand will rise back above 100 million barrels per day, a level last reached in 2019, as soon as the second quarter of next year, according to major forecasters, challenging views that the pandemic may curb oil use for longer or for good.",https://www.reuters.com/business/energy/despite-green-talk-pre-covid-oil-demand-seen-returning-soon-2021-09-14/,https://www.reuters.com/resizer/2MnMcqMncbf_y9pZ9ZT0TZgmpCg=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/4HT6O6IHVZKTLNW3CHN7BNWMBU.jpg,2021-09-14T13:13:00Z,"Oil storage containers are seen, amid the coronavirus disease (COVID-19) pandemic, in Los Angeles, California, U.S., April 7, 2021. REUTERS/Lucy NicholsonLONDON, Sept 14 (Reuters) - World oil demand … [+1885 chars]"
85,"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",David Hodari,Electric-Car Shift Drains Fuel Taxes in Some Countries...,Officials in places like Norway and the U.K. are rethinking EV incentives and studying road-pricing systems,https://www.wsj.com/articles/electric-car-shift-drains-fuel-taxes-in-some-countries-11632407063,https://images.wsj.net/im-405655/social,2021-09-23T14:52:39Z,"Governments around the world have long encouraged motorists to buy electric cars. Now they are starting to grapple with a consequence of the green drive: dwindling income from fuel taxes.
Several co… [+333 chars]"
86,"{'id': None, 'name': 'NPR'}",Alexandra Gillespie,Your Next Car May Be Built With Ocean Rocks. Scientists Can't Agree If That's Good,"Deep sea mining could provide minerals essential for making electric vehicles. But regulations are incomplete, and questions persist about the impact on the ocean's ability to store carbon dioxide.",https://www.npr.org/2021/09/03/1031434711/your-next-car-may-be-built-with-ocean-rocks-scientists-cant-agree-if-thats-good,https://media.npr.org/assets/img/2021/08/26/expn610182238_wide-2a744795ce64eaa1da3a0bd704de1927bca82c15.jpg?s=1400,2021-09-03T10:00:54Z,"Polymetallic nodules coat fields of the ocean floor and are rich in critical minerals needed to make batteries for electric vehicles.
NOAA Office of Ocean Exploration and Research
Sprawling fields … [+13052 chars]"
87,"{'id': None, 'name': 'HYPEBEAST'}","info@hypebeast.com (HYPEBEAST), HYPEBEAST",Toyota CEO Warns Full Transition to Electric Vehicles Could Leave Millions of Japanese Workers Out of Jobs,Toyota's CEO Akio Toyoda is concerned that the radical transition to electric vehicles for the company will cost millions of Japanese workers to lose their jobs in automotive.Toyoda's qualm with the Japanese government's pursuit towards carbon neutrality is t…,https://hypebeast.com/2021/9/toyota-electric-vehicles-transition-loss-in-jobs-japan,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2021%2F09%2Ftoyota-electric-vehicles-transition-loss-in-jobs-japan-tw.jpg?w=960&cbr=1&q=90&fit=max,2021-09-23T08:00:28Z,"Toyota‘s CEO Akio Toyoda is concerned that the radical transition to electric vehicles for the company will cost millions of Japanese workers to lose their jobs in automotive.
Toyoda’s qualm with th… [+1655 chars]"
88,"{'id': None, 'name': 'MarketWatch'}",Rachel Koning Beals,: Diageo will use wind and solar to make Bulleit bourbon at first carbon-neutral facility in North America,"Global spirits giant Diageo PLC, which owns the brands Guinness, Hennessy and more, has opened its first carbon-neutral distillery in North America for a portion of its Bulleit bourbon operations.",https://www.marketwatch.com/story/diageo-will-use-wind-and-solar-to-make-bulleit-bourbon-at-first-carbon-neutral-facility-in-north-america-11632847846,https://images.mktw.net/im-408064/social,2021-09-28T16:50:00Z,"Global spirits giant Diageo PLC, which owns the brands Guinness, Hennessy and more, has opened its first carbon-neutral distillery in North America.The 72,000-square-foot, Lebanon, Ky., facility will… [+4954 chars]"
89,"{'id': None, 'name': 'Slashdot.org'}",BeauHD,Old Coal Plant Is Now Mining Bitcoin For a Utility Company,"An anonymous reader quotes a report from Ars Technica: Bitcoin's massive power consumption is the cryptocurrency's dirty secret. To mine bitcoin, computers across the globe chew through enough electricity to power a medium size country, somewhere on the order…",https://news.slashdot.org/story/21/09/24/2157247/old-coal-plant-is-now-mining-bitcoin-for-a-utility-company,https://a.fsdn.com/sd/topics/bitcoin_64.png,2021-09-25T03:30:00Z,"Bitcoin's massive power consumption is the cryptocurrency's dirty secret. To mine bitcoin, computers across the globe chew through enough electricity to power a medium size country, somewhere on the … [+2844 chars]"
90,"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Sponsor Post),Here's how retailers gain an edge in the critical 'last mile' of delivery,"Last-mile delivery has seen huge changes, led by consumer demand. New technology is helping retailers to get ahead of the competition.",https://www.businessinsider.com/sc/last-mile-delivery-technology-retail-2021-8,https://i.insider.com/612641acde5f560019e8a1c0?width=1200&format=jpeg,2021-08-31T14:50:29Z,"The ""last mile"" of the supply chain has become a complicated, time-consuming, and costly consideration for most retailers. What started as moving goods from production plants to warehouses, distribut… [+5637 chars]"
91,"{'id': None, 'name': 'CNET'}",Roadshow staff,Every electric vehicle on sale for 2021 and its range - Roadshow,"We rounded up every EV on sale now with its official EPA-estimated range. From Rivian, to Tesla and more, dive in.",https://www.cnet.com/roadshow/news/electric-car-ev-range-rivian-tesla-audi/,https://www.cnet.com/a/img/AV5AsDvw6PL-s5FsFApZca5m97c=/1200x630/2021/09/14/22347363-1b05-4e94-b2df-18b0c2680109/ogi-rivian.jpg,2021-09-20T16:44:00Z,"Our list of electric cars and their range grows again. This time, we have Environmental Protection Agency estimates for the Rivian R1T, as the startup built its first production truck. There's way mo… [+16017 chars]"
92,"{'id': None, 'name': 'Springwise.com'}",Lisa Magloff,The world’s first-fossil-fuel-free steel,"A partnership between a steel producer and a mining company has resulted in a new method for manufacturing steel without the use of CO2-producing coal
The post The world’s first-fossil-fuel-free steel appeared first on Springwise.",https://www.springwise.com/innovation/manufacturing/electric-oven-steel-carbon-emissions,https://www.springwise.com/wp-content/uploads/2021/09/innovationmanufacturingelectric-oven-steel-carbon-emissions.png,2021-09-15T05:00:00Z,"Spotted: Steel is everywhere, but it is also a huge polluter. Steel production accounts for around 8 per cent of global CO2 emissions. This means that all the electric vehicles and green buildings wh… [+2179 chars]"
93,"{'id': None, 'name': 'Quartz India'}","Michael J. Coren, Tim McDonnell",Why some US electric utilities are experimenting with flat-rate pricing,A flat monthly rate makes life easier for customers and could help utilities reduce their carbon footprint.,https://qz.com/2057447/utilities-are-offering-netflix-pricing-for-electricity-bills/,https://cms.qz.com/wp-content/uploads/2021/09/4081596290_5ccb708d7d_b-e1631602871345.jpeg?quality=75&strip=all&w=1200&h=630&crop=1,2021-09-14T07:41:12Z,"Cell phones. Data plans. Movie and music streaming. Home energy bill?
The subscription craze has finally reached electric utilities in the US. At least three companies are testing a new billing mode… [+5574 chars]"
94,"{'id': None, 'name': 'Castanet.net'}",,Several new items will be soon eligible for recycling in BC - BC News - Castanet.net,"<ol><li>Several new items will be soon eligible for recycling in BC - BC News  Castanet.net
</li><li>Mattresses, e-cigarettes, solar panels will no longer go to the dump in BC – Maple Ridge News  Maple Ridge News
</li><li>View Full coverage on Google News</…",https://www.castanet.net/news/BC/345427/Several-new-items-will-be-soon-eligible-for-recycling-in-BC,https://www.castanet.net/content/2021/9/shutterstock_353702579_p286378_p3551265.jpg,2021-09-12T15:00:00Z,"A new list of products will be eligible for provincewide recycling as part of a five-year plan to advance recycling in British Columbia.
Electric-vehicle batteries, mattresses, single-use fuel canis… [+2078 chars]"
95,"{'id': None, 'name': 'The Guardian'}",Robin McKie,Is deep-sea mining a cure for the climate crisis or a curse?,"Trillions of metallic nodules on the sea floor could help stop global heating, but mining them may damage ocean ecologyIn a display cabinet in the recently opened Our Broken Planet exhibition in London’s Natural History Museum, curators have placed a small nu…",https://amp.theguardian.com/world/2021/aug/29/is-deep-sea-mining-a-cure-for-the-climate-crisis-or-a-curse,https://i.guim.co.uk/img/media/d558e979fdcbc3d18c621e483d05fe0a8d4cea70/71_151_1779_1067/master/1779.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdG8tZGVmYXVsdC5wbmc&enable=upscale&s=d7d9c48a847416780b781d31f180fa68,2021-08-29T09:00:02Z,"In a display cabinet in the recently opened Our Broken Planet exhibition in Londons Natural History Museum, curators have placed a small nugget of dark material covered with faint indentations. The b… [+15961 chars]"
96,"{'id': None, 'name': 'Zacks.com'}",Rimmi Singhi,"Auto Stock Roundup: AAP & XPEV's Q2 Results, F's Output Cut & More","While Advance Auto Parts (AAP) and XPeng (XPEV) deliver improved year-over-year results for Q2, Ford (F) is yet again forced to slash production of F-...",http://www.zacks.com/stock/news/1788631/auto-stock-roundup-aap-xpev-s-q2-results-f-s-output-cut-more?cid=CS-ENTREPRENEUR-FT-analyst_blog|stock_roundup-1788631,https://assets.entrepreneur.com/providers/zacks/hero-image-zacks-382430.jpeg,2021-08-30T14:42:00Z,"August
30, 2021
5 min read
This story originally appeared on ZacksLast week, the Recreational Vehicle (RV) Industry Association came up with the shipments data for July. Markedly, the RV industry … [+6052 chars]"
97,"{'id': 'reuters', 'name': 'Reuters'}",Timothy Gardner,"Illinois Senate passes bill to save nuclear plants, sends to House - Reuters","The Illinois Senate passed a bill early on Wednesday that aims to prevent two nuclear power plants from shutting this autumn, sending the legislation to the House where it was uncertain if the chamber would bring the legislation to a vote.",https://www.reuters.com/legal/litigation/illinois-senate-passes-bill-save-nuclear-plants-sends-house-2021-09-01/,https://www.reuters.com/resizer/7qewHJWnpV192_66cUNVi5JiKyE=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/V7B2ZYLVI5IKDE5NGNW4CZGCKM.jpg,2021-09-01T21:28:00Z,"The company and law firm names shown above are generated automatically based on the text of the article. We are improving this feature as we continue to test and develop in beta. We welcome feedback,… [+3164 chars]"
98,"{'id': 'reuters', 'name': 'Reuters'}",Timothy Gardner,"Illinois Senate passes bill to save nuclear plants, sends to House - Reuters.com","The Illinois Senate passed a bill early on Wednesday that aims to prevent two nuclear power plants from shutting this autumn, sending the legislation to the House where it was uncertain if the chamber would bring the legislation to a vote. The Senate voted 39…",https://www.reuters.com/article/us-usa-nuclearpower-illinois-idUSKBN2FX4DK,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-09-01T21:29:00Z,"(Reuters) - The Illinois Senate passed a bill early on Wednesday that aims to prevent two nuclear power plants from shutting this autumn, sending the legislation to the House where it was uncertain i… [+2787 chars]"
99,"{'id': 'reuters', 'name': 'Reuters'}",Timothy Gardner,"UPDATE 1-Illinois Senate passes bill to save nuclear plants, sends to House - Reuters","The Illinois Senate passed a bill early on Wednesday that aims to prevent two nuclear power plants from shutting this autumn, sending the legislation to the House where it was uncertain if the chamber would bring the legislation to a vote.",https://www.reuters.com/article/usa-nuclearpower-illinois-idUSL1N2Q32K3,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-09-01T20:44:00Z,"(Adds Exelon comment)
Sept 1 (Reuters) - The Illinois Senate passed a bill early on Wednesday that aims to prevent two nuclear power plants from shutting this autumn, sending the legislation to the … [+2894 chars]"
